Device IP,Hostname,Interface,Vlan,MAC,MAC Type,Registration,Is Unique,Last Seen
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/36,110,f4:cf:e2:01:f8:c1,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Po100,110,00:50:56:8a:07:23,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Po100,110,e0:ac:f1:7d:a2:65,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/24,120,d8:d0:90:38:30:15,GlobalUnicast,Dell Inc.,true,2021-02-04T23:49:36.537+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,120,84:c5:a6:17:9f:cb,GlobalUnicast,Intel Corporate,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,120,f0:d5:bf:df:15:9c,GlobalUnicast,Intel Corporate,true,2021-02-04T23:49:36.537+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,120,f2:22:8f:df:00:78,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,120,f2:22:dc:8f:00:78,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,120,f2:8c:32:ff:00:78,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,120,f2:8d:e4:7f:00:78,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,120,f2:b9:21:ff:00:78,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/26,120,00:00:00:00:00:00,GlobalUnicast,XEROX CORPORATION / Checkpoint,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/26,120,00:00:00:ff:ea:25,GlobalUnicast,XEROX CORPORATION,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/26,120,94:c6:91:16:a7:a9,GlobalUnicast,"EliteGroup Computer Systems Co., LTD",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/26,120,94:c6:91:17:2a:b4,GlobalUnicast,"EliteGroup Computer Systems Co., LTD",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/28,120,f2:22:e2:2f:00:78,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/28,120,f2:8d:a9:0f:00:78,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/29,120,98:e7:43:ed:01:07,GlobalUnicast,Dell Inc.,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/29,120,a4:4c:c8:94:dc:85,GlobalUnicast,Dell Inc.,true,2021-02-04T23:49:36.537+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/29,120,ec:f4:bb:37:9e:c9,GlobalUnicast,Dell Inc.,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,120,00:00:0c:07:ac:78,GlobalUnicast,"Cisco Systems, Inc / HSRP v1",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,120,d4:6d:50:06:b3:b1,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/30,120,34:48:ed:9c:f0:e0,GlobalUnicast,Dell Inc.,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/30,120,a4:4c:c8:94:dc:96,GlobalUnicast,Dell Inc.,true,2021-02-04T23:49:36.537+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/32,120,8c:8d:28:1f:f8:d8,GlobalUnicast,<none>,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/32,120,d8:9e:f3:83:5c:8a,GlobalUnicast,Dell Inc.,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/32,120,f2:22:df:5f:00:78,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/32,120,f2:22:f1:8f:00:78,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/32,120,f2:23:04:af:00:78,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/33,120,18:56:80:98:46:9e,GlobalUnicast,Intel Corporate,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/33,120,f0:18:98:37:64:37,GlobalUnicast,"Apple, Inc.",true,2021-02-04T23:49:36.537+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/33,120,f2:22:ba:6f:00:78,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/33,120,f2:22:e4:cf:00:78,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/33,120,f2:23:04:7f:00:78,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/33,120,f2:b9:0e:7f:00:78,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Po100,120,e0:ac:f1:7d:a2:65,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,122,00:00:0c:07:ac:7a,GlobalUnicast,"Cisco Systems, Inc / HSRP v1",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,122,d4:6d:50:06:b3:b1,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Po100,122,e0:ac:f1:7d:a2:65,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,123,f2:22:8f:df:00:7b,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,123,f2:22:dc:8f:00:7b,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,123,f2:8c:32:ff:00:7b,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,123,f2:8d:e4:7f:00:7b,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/28,123,f2:22:e2:2f:00:7b,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/28,123,f2:8d:a9:0f:00:7b,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,123,00:00:0c:07:ac:7b,GlobalUnicast,"Cisco Systems, Inc / HSRP v1",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,123,d4:6d:50:06:b3:b1,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/32,123,f2:22:df:5f:00:7b,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/32,123,f2:22:f1:8f:00:7b,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/32,123,f2:23:04:af:00:7b,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/33,123,f2:22:ba:6f:00:7b,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/33,123,f2:22:e4:cf:00:7b,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/33,123,f2:23:04:7f:00:7b,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Po100,123,e0:ac:f1:7d:a2:65,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,124,64:eb:8c:30:64:fa,GlobalUnicast,Seiko Epson Corporation,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/28,124,9c:ae:d3:e2:b0:13,GlobalUnicast,Seiko Epson Corporation,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/28,124,9c:ae:d3:e2:ce:f5,GlobalUnicast,Seiko Epson Corporation,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,124,00:00:0c:07:ac:7c,GlobalUnicast,"Cisco Systems, Inc / HSRP v1",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,124,d4:6d:50:06:b3:b1,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/31,124,9c:ae:d3:e2:bf:c4,GlobalUnicast,Seiko Epson Corporation,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/31,124,9c:ae:d3:e2:da:77,GlobalUnicast,Seiko Epson Corporation,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/33,124,64:eb:8c:30:68:73,GlobalUnicast,Seiko Epson Corporation,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/33,124,64:eb:8c:30:69:2c,GlobalUnicast,Seiko Epson Corporation,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/33,124,64:eb:8c:30:69:2f,GlobalUnicast,Seiko Epson Corporation,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/33,124,9c:ae:d3:e2:a4:e4,GlobalUnicast,Seiko Epson Corporation,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Po100,124,e0:ac:f1:7d:a2:65,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,125,00:00:0c:07:ac:7d,GlobalUnicast,"Cisco Systems, Inc / HSRP v1",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,125,d4:6d:50:06:b3:b1,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Po100,125,e0:ac:f1:7d:a2:65,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/11,130,00:50:56:9a:4f:c7,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/11,130,00:50:56:9a:56:aa,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/11,130,00:50:56:9a:97:3b,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/11,130,00:50:56:9a:aa:13,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,130,00:00:0c:07:ac:82,GlobalUnicast,"Cisco Systems, Inc / HSRP v1",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,130,d4:6d:50:06:b3:b1,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Po100,130,00:50:56:9a:7b:79,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Po100,130,00:50:56:9a:88:91,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Po100,130,00:50:56:9a:c0:0a,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Po100,130,00:50:56:9a:d1:45,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Po100,130,e0:ac:f1:7d:a2:65,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,131,00:00:0c:07:ac:83,GlobalUnicast,"Cisco Systems, Inc / HSRP v1",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,131,d4:6d:50:06:b3:b1,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:0c:29:26:0c:52,GlobalUnicast,"VMware, Inc.",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:0c:29:52:c1:a6,GlobalUnicast,"VMware, Inc.",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:0c:29:63:66:d8,GlobalUnicast,"VMware, Inc.",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:0c:29:73:21:f6,GlobalUnicast,"VMware, Inc.",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:0c:29:d7:d0:2d,GlobalUnicast,"VMware, Inc.",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:0c:29:df:72:ca,GlobalUnicast,"VMware, Inc.",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:0c:29:eb:e6:95,GlobalUnicast,"VMware, Inc.",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:0c:29:fa:9f:8d,GlobalUnicast,"VMware, Inc.",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:50:56:9a:02:84,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:50:56:9a:09:36,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:50:56:9a:15:e3,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:50:56:9a:2f:13,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:50:56:9a:33:ac,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:50:56:9a:53:7c,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:50:56:9a:58:41,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:50:56:9a:6c:a2,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:50:56:9a:8b:ba,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:50:56:9a:a9:76,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:50:56:9a:b9:74,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:50:56:9a:ba:a8,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-04T23:49:36.537+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:50:56:9a:c3:82,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,131,00:50:56:9a:f0:7a,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/40,131,14:02:ec:da:b7:d1,GlobalUnicast,Hewlett Packard Enterprise,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Po100,131,e0:ac:f1:7d:a2:65,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,132,00:00:0c:07:ac:84,GlobalUnicast,"Cisco Systems, Inc / HSRP v1",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,132,d4:6d:50:06:b3:b1,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,132,00:0c:29:66:dd:84,GlobalUnicast,"VMware, Inc.",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,132,00:50:56:9a:1c:a1,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,132,00:50:56:9a:1d:8b,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,132,00:50:56:9a:d3:d8,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,132,00:50:56:9a:d4:1d,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,132,0c:89:9f:45:17:00,GlobalUnicast,<none>,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/38,132,68:05:ca:33:00:38,GlobalUnicast,Intel Corporate,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/39,132,00:0c:29:38:7f:a1,GlobalUnicast,"VMware, Inc.",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/39,132,00:0c:29:72:c3:c1,GlobalUnicast,"VMware, Inc.",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/39,132,68:05:ca:32:fd:53,GlobalUnicast,Intel Corporate,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Po100,132,e0:ac:f1:7d:a2:65,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,133,00:00:0c:07:ac:85,GlobalUnicast,"Cisco Systems, Inc / HSRP v1",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,133,d4:6d:50:06:b3:b1,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Po100,133,e0:ac:f1:7d:a2:65,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,135,00:00:0c:07:ac:87,GlobalUnicast,"Cisco Systems, Inc / HSRP v1",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,135,d4:6d:50:06:b3:b1,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Po100,135,00:50:56:9a:cc:28,GlobalUnicast,"VMware, Inc. / VMWare",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Po100,135,e0:ac:f1:7d:a2:65,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,170,00:00:0c:07:ac:aa,GlobalUnicast,"Cisco Systems, Inc / HSRP v1",false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/3,170,d4:6d:50:06:b3:b1,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/36,170,00:0b:94:21:b2:f1,GlobalUnicast,"Digital Monitoring Products, Inc.",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/36,170,d8:9e:f3:73:e3:3f,GlobalUnicast,Dell Inc.,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Po100,170,e0:ac:f1:7d:a2:65,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/12,180,00:1e:f6:96:a6:ff,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/12,180,a2:9a:8e:6e:c3:26,LocalUnicast,<none>,false,2021-02-04T23:49:36.537+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/22,180,a8:ca:b9:2d:e8:f0,GlobalUnicast,"SAMSUNG ELECTRO MECHANICS CO., LTD.",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/24,180,80:e8:2c:9a:c4:9e,GlobalUnicast,Hewlett Packard,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,180,00:24:d6:d0:25:d7,GlobalUnicast,Intel Corporate,true,2021-02-04T23:49:36.537+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,180,2a:42:c5:42:06:50,LocalUnicast,<none>,false,2021-02-04T23:49:36.537+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,180,60:67:20:e1:ea:40,GlobalUnicast,Intel Corporate,true,2021-02-04T23:49:36.537+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,180,b4:6d:83:5e:9f:70,GlobalUnicast,Intel Corporate,true,2021-02-04T23:49:36.537+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,180,be:e2:8f:94:36:9d,LocalUnicast,<none>,false,2021-02-04T23:49:36.537+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,180,c0:b6:f9:c0:62:96,GlobalUnicast,Intel Corporate,true,2021-02-04T23:49:36.537+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,180,d0:c6:37:c1:92:33,GlobalUnicast,Intel Corporate,true,2021-02-04T23:49:36.537+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,180,d4:53:83:ae:4f:23,GlobalUnicast,"Murata Manufacturing Co., Ltd.",true,2021-02-04T23:49:12.624+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,180,f2:22:8f:df:00:b4,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,180,f2:22:dc:8f:00:b4,LocalUnicast,<none>,false,2021-02-04T23:49:36.537+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,180,f2:8c:32:ff:00:b4,LocalUnicast,<none>,false,2021-02-04T23:49:36.537+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,180,f2:8d:e4:7f:00:b4,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,180,f2:b9:21:ff:00:b4,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/25,180,f6:f3:90:13:70:c5,LocalUnicast,<none>,false,2021-02-04T23:49:36.537+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/26,180,00:00:00:00:00:00,GlobalUnicast,XEROX CORPORATION / Checkpoint,false,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/26,180,00:00:00:ff:ea:25,GlobalUnicast,XEROX CORPORATION,true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/27,180,68:99:cd:a0:cf:bb,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/27,180,c8:00:84:ec:bd:67,GlobalUnicast,"Cisco Systems, Inc",true,2021-02-05T02:42:11.136+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/28,180,d4:53:83:ae:4f:23,GlobalUnicast,"Murata Manufacturing Co., Ltd.",true,2021-02-04T23:48:50.815+00:00
10.110.10.21,c5672-sprva-5501-311-101-1,Eth1/28,180,f2:22:e2:2f:00:b4,LocalUnicast,<none>,false,2021-02-05T02:42:11.136+00:00
