timestamp,heartrate
2020-10-02 09:18:35 -0400,134
2020-10-02 09:18:38 -0400,134
2020-10-02 09:18:41 -0400,135
2020-10-02 09:18:50 -0400,135
2020-10-02 09:18:54 -0400,135
2020-10-02 09:18:56 -0400,134
2020-10-02 09:19:03 -0400,133
2020-10-02 09:19:08 -0400,134
2020-10-02 09:19:13 -0400,133
2020-10-02 09:19:18 -0400,133
2020-10-02 09:19:25 -0400,134
2020-10-02 09:19:27 -0400,134
2020-10-02 09:19:34 -0400,135
2020-10-02 09:19:36 -0400,136
2020-10-02 09:19:44 -0400,137
2020-10-02 09:19:47 -0400,137
2020-10-02 09:19:53 -0400,138
2020-10-02 09:20:00 -0400,138
2020-10-02 09:20:03 -0400,138
2020-10-02 09:20:09 -0400,139
2020-10-02 09:20:12 -0400,139
2020-10-02 09:20:16 -0400,139
2020-10-02 09:20:25 -0400,140
2020-10-02 09:20:30 -0400,141
2020-10-02 09:20:34 -0400,141
2020-10-02 09:20:38 -0400,142
2020-10-02 09:20:44 -0400,143
2020-10-02 09:20:50 -0400,143
2020-10-02 09:20:55 -0400,143
2020-10-02 09:20:57 -0400,143
2020-10-02 09:21:03 -0400,143
2020-10-02 09:21:10 -0400,142
2020-10-02 09:21:13 -0400,142
2020-10-02 09:21:18 -0400,141
2020-10-02 09:21:25 -0400,141
2020-10-02 09:21:30 -0400,141
2020-10-02 09:21:33 -0400,140
2020-10-02 09:21:36 -0400,140
2020-10-02 09:21:42 -0400,139
2020-10-02 09:21:49 -0400,138
2020-10-02 09:21:53 -0400,138
2020-10-02 09:21:58 -0400,138
2020-10-02 09:22:01 -0400,138
2020-10-02 09:22:06 -0400,138
2020-10-02 09:22:14 -0400,139
2020-10-02 09:22:25 -0400,139
2020-10-02 09:22:29 -0400,138
2020-10-02 09:22:35 -0400,138
2020-10-02 09:22:38 -0400,138
2020-10-02 09:22:45 -0400,137
2020-10-02 09:22:46 -0400,136
2020-10-02 09:22:52 -0400,135
2020-10-02 09:22:58 -0400,136
2020-10-02 09:23:01 -0400,136
2020-10-02 09:23:12 -0400,138
2020-10-02 09:23:20 -0400,143
2020-10-02 09:23:23 -0400,143
2020-10-02 09:23:30 -0400,142
2020-10-02 09:23:31 -0400,143
2020-10-02 09:23:36 -0400,142
2020-10-02 09:23:43 -0400,141
2020-10-02 09:23:49 -0400,141
2020-10-02 09:23:54 -0400,142
2020-10-02 09:24:00 -0400,141
2020-10-02 09:24:04 -0400,142
2020-10-02 09:24:09 -0400,141
2020-10-02 09:24:15 -0400,142
2020-10-02 09:24:17 -0400,142
2020-10-02 09:24:21 -0400,141
2020-10-02 09:24:28 -0400,140
2020-10-02 09:24:34 -0400,141
2020-10-02 09:24:36 -0400,140
2020-10-02 09:24:45 -0400,139
2020-10-02 09:24:49 -0400,140
2020-10-02 09:24:51 -0400,139
2020-10-02 09:24:59 -0400,141
2020-10-02 09:25:02 -0400,142
2020-10-02 09:25:10 -0400,146
2020-10-02 09:25:13 -0400,146
2020-10-02 09:25:17 -0400,147
2020-10-02 09:25:23 -0400,147
2020-10-02 09:25:30 -0400,147
2020-10-02 09:25:34 -0400,148
2020-10-02 09:25:40 -0400,148
2020-10-02 09:25:43 -0400,147
2020-10-02 09:25:47 -0400,148
2020-10-02 09:25:55 -0400,147
2020-10-02 09:25:57 -0400,147
2020-10-02 09:26:04 -0400,145
2020-10-02 09:26:09 -0400,145
2020-10-02 09:26:14 -0400,145
2020-10-02 09:26:20 -0400,144
2020-10-02 09:26:22 -0400,143
2020-10-02 09:26:30 -0400,143
2020-10-02 09:26:32 -0400,142
2020-10-02 09:26:36 -0400,142
2020-10-02 09:26:44 -0400,141
2020-10-02 09:26:49 -0400,142
2020-10-02 09:26:51 -0400,141
2020-10-02 09:26:56 -0400,141
2020-10-02 09:27:01 -0400,141
2020-10-02 09:27:08 -0400,141
2020-10-02 09:27:11 -0400,140
2020-10-02 09:27:18 -0400,140
2020-10-02 09:27:21 -0400,140
2020-10-02 09:27:27 -0400,140
2020-10-02 09:27:35 -0400,142
2020-10-02 09:27:36 -0400,142
2020-10-02 09:27:43 -0400,144
2020-10-02 09:27:48 -0400,145
2020-10-02 09:27:53 -0400,145
2020-10-02 09:27:57 -0400,146
2020-10-02 09:28:01 -0400,147
2020-10-02 09:28:20 -0400,148
2020-10-02 09:28:24 -0400,147
2020-10-02 09:28:27 -0400,146
2020-10-02 09:28:34 -0400,145
2020-10-02 09:28:38 -0400,144
2020-10-02 09:28:45 -0400,143
2020-10-02 09:28:46 -0400,142
2020-10-02 09:28:52 -0400,140
2020-10-02 09:28:57 -0400,138
2020-10-02 09:29:01 -0400,140
2020-10-02 09:29:10 -0400,139
2020-10-02 09:29:13 -0400,140
2020-10-02 09:29:17 -0400,142
2020-10-02 09:29:21 -0400,142
2020-10-02 09:29:30 -0400,144
2020-10-02 09:29:33 -0400,144
2020-10-02 09:29:37 -0400,143
2020-10-02 09:29:42 -0400,143
2020-10-02 09:29:48 -0400,142
2020-10-02 09:29:53 -0400,138
2020-10-02 09:29:57 -0400,137
2020-10-02 09:30:05 -0400,136
2020-10-02 09:30:08 -0400,136
2020-10-02 09:30:11 -0400,137
2020-10-02 09:30:17 -0400,138
2020-10-02 09:30:23 -0400,138
2020-10-02 09:30:26 -0400,138
2020-10-02 09:30:31 -0400,139
2020-10-02 09:30:39 -0400,140
2020-10-02 09:30:42 -0400,140
2020-10-02 09:30:47 -0400,140
2020-10-02 09:30:52 -0400,140
2020-10-02 09:31:00 -0400,139
2020-10-02 09:31:02 -0400,139
2020-10-02 09:31:09 -0400,139
2020-10-02 09:31:11 -0400,140
2020-10-02 09:31:19 -0400,141
2020-10-02 09:31:25 -0400,142
2020-10-02 09:31:30 -0400,142
2020-10-02 09:31:31 -0400,142
2020-10-02 09:31:37 -0400,142
2020-10-02 09:31:44 -0400,142
2020-10-02 09:31:49 -0400,144
2020-10-02 09:31:51 -0400,144
2020-10-02 09:31:59 -0400,144
2020-10-02 09:32:05 -0400,145
2020-10-02 09:32:08 -0400,146
2020-10-02 09:32:12 -0400,146
2020-10-02 09:32:20 -0400,145
2020-10-02 09:32:21 -0400,145
2020-10-02 09:32:26 -0400,144
2020-10-02 09:32:35 -0400,141
2020-10-02 09:32:39 -0400,141
2020-10-02 09:32:41 -0400,141
2020-10-02 09:32:46 -0400,140
2020-10-02 09:32:54 -0400,139
2020-10-02 09:32:57 -0400,138
2020-10-02 09:33:03 -0400,138
2020-10-02 09:33:08 -0400,138
2020-10-02 09:33:14 -0400,138
2020-10-02 09:33:19 -0400,138
2020-10-02 09:33:24 -0400,139
2020-10-02 09:33:27 -0400,139
2020-10-02 09:33:35 -0400,139
2020-10-02 09:33:38 -0400,138
2020-10-02 09:33:42 -0400,138
2020-10-02 09:33:46 -0400,138
2020-10-02 09:33:52 -0400,138
2020-10-02 09:33:59 -0400,140
2020-10-02 09:34:02 -0400,140
2020-10-02 09:34:08 -0400,141
2020-10-02 09:34:15 -0400,141
2020-10-02 09:34:18 -0400,141
2020-10-02 09:34:23 -0400,141
2020-10-02 09:34:29 -0400,141
2020-10-02 09:34:34 -0400,141
2020-10-02 09:34:39 -0400,141
2020-10-02 09:34:42 -0400,143
2020-10-02 09:34:49 -0400,143
2020-10-02 09:34:51 -0400,143
2020-10-02 09:34:57 -0400,143
2020-10-02 09:35:04 -0400,142
2020-10-02 09:35:06 -0400,141
2020-10-02 09:35:14 -0400,142
2020-10-02 09:35:19 -0400,142
2020-10-02 09:35:25 -0400,143
2020-10-02 09:35:26 -0400,143
2020-10-02 09:35:33 -0400,142
2020-10-02 09:35:37 -0400,142
2020-10-02 09:35:44 -0400,141
2020-10-02 09:35:48 -0400,141
2020-10-02 09:35:54 -0400,141
2020-10-02 09:35:58 -0400,142
2020-10-02 09:36:01 -0400,142
2020-10-02 09:36:06 -0400,142
2020-10-02 09:36:15 -0400,140
2020-10-02 09:36:20 -0400,139
2020-10-02 09:36:25 -0400,138
2020-10-02 09:36:27 -0400,136
2020-10-02 09:36:31 -0400,133
2020-10-02 09:36:37 -0400,127
2020-10-02 09:36:45 -0400,128
2020-10-02 09:36:50 -0400,127
2020-10-02 09:36:52 -0400,127
2020-10-02 09:36:57 -0400,128
2020-10-02 09:37:05 -0400,129
2020-10-02 09:37:08 -0400,128
2020-10-02 09:37:14 -0400,123
2020-10-02 09:37:18 -0400,123
2020-10-02 09:37:25 -0400,119
2020-10-02 09:37:27 -0400,119
2020-10-02 09:37:33 -0400,113
2020-10-02 09:37:36 -0400,114
2020-10-02 09:37:45 -0400,115
2020-10-02 09:37:50 -0400,117
2020-10-02 09:37:52 -0400,118
2020-10-02 09:37:56 -0400,119
2020-10-02 09:38:02 -0400,116
2020-10-02 09:38:06 -0400,114
2020-10-02 09:38:14 -0400,112
2020-10-02 09:45:28 -0400,114
2020-10-02 09:48:34 -0400,101
2020-10-02 09:53:27 -0400,117
2020-10-02 09:51:07 -0400,103
2020-10-02 10:00:52 -0400,110
2020-10-02 09:55:27 -0400,105
2020-10-02 10:17:23 -0400,108
2020-10-02 10:05:06 -0400,100
2020-10-02 10:22:11 -0400,101
2020-10-02 10:24:06 -0400,101
2020-10-02 10:34:28 -0400,115
2020-10-02 10:29:26 -0400,103
2020-10-02 10:37:45 -0400,116
2020-10-02 10:42:35 -0400,103
2020-10-02 10:46:17 -0400,102
2020-10-02 10:51:34 -0400,105
2020-10-02 10:57:13 -0400,106
2020-10-02 11:03:00 -0400,112
2020-10-02 10:58:56 -0400,107
2020-10-02 11:07:44 -0400,102
2020-10-02 11:03:53 -0400,106
2020-10-02 11:11:32 -0400,97
2020-10-02 11:16:51 -0400,99
2020-10-02 11:28:32 -0400,112
2020-10-02 11:25:51 -0400,95
2020-10-02 11:29:37 -0400,100
2020-10-02 11:35:06 -0400,92
2020-10-02 11:40:21 -0400,113
2020-10-02 11:46:24 -0400,93
2020-10-02 11:48:52 -0400,92
2020-10-02 11:53:59 -0400,90
2020-10-02 12:03:37 -0400,93
2020-10-02 12:05:26 -0400,88
2020-10-02 12:11:45 -0400,87
2020-10-02 12:14:14 -0400,87.7714
2020-10-02 12:18:19 -0400,89
2020-10-02 12:21:34 -0400,83
2020-10-02 12:24:02 -0400,82
2020-10-02 12:31:45 -0400,84
2020-10-02 12:34:35 -0400,87.2727
2020-10-02 12:34:34 -0400,85
2020-10-02 12:41:17 -0400,87
2020-10-02 12:49:58 -0400,96
2020-10-02 12:45:00 -0400,80
2020-10-02 12:55:47 -0400,104
2020-10-02 12:51:31 -0400,84
2020-10-02 12:56:53 -0400,87
2020-10-02 13:01:59 -0400,90
2020-10-02 13:03:31 -0400,85
2020-10-02 13:06:20 -0400,93
2020-10-02 13:11:05 -0400,88
2020-10-02 13:17:53 -0400,83
2020-10-02 13:22:01 -0400,83
2020-10-02 13:27:46 -0400,88
2020-10-02 13:29:48 -0400,85
2020-10-02 13:37:41 -0400,83
2020-10-02 13:40:01 -0400,83
2020-10-02 13:44:07 -0400,95
2020-10-02 13:56:26 -0400,82
2020-10-02 13:59:12 -0400,86
2020-10-02 14:05:59 -0400,81
2020-10-02 14:12:04 -0400,84
2020-10-02 14:12:18 -0400,84
2020-10-02 14:18:31 -0400,82
2020-10-02 14:15:27 -0400,87
2020-10-02 14:23:07 -0400,86
2020-10-02 14:18:54 -0400,84
2020-10-02 14:29:45 -0400,104
2020-10-02 14:32:32 -0400,114
2020-10-02 14:35:35 -0400,96
2020-10-02 14:38:03 -0400,97
2020-10-15 03:37:13 -0400,58
2020-10-15 03:40:03 -0400,59
2020-10-15 03:45:53 -0400,61
2020-10-15 03:49:43 -0400,61
2020-10-15 03:54:43 -0400,61
2020-10-15 04:03:19 -0400,57
2020-10-15 04:06:14 -0400,58
2020-10-15 04:09:49 -0400,58
2020-10-15 04:16:54 -0400,59
2020-10-15 04:20:19 -0400,57
2020-10-15 04:24:39 -0400,57
2020-10-15 04:29:39 -0400,58
2020-10-15 04:34:49 -0400,59
2020-10-15 04:39:59 -0400,57
2020-10-15 04:44:54 -0400,58
2020-10-15 04:49:39 -0400,58
2020-10-15 04:54:39 -0400,59
2020-10-15 04:59:39 -0400,58
2020-10-15 05:05:04 -0400,63
2020-10-15 05:10:01 -0400,61
2020-10-15 05:14:41 -0400,62
2020-10-15 05:20:23 -0400,66
2020-10-15 05:24:51 -0400,58.9637
2020-10-15 05:27:33 -0400,58
2020-10-15 05:32:58 -0400,59
2020-10-15 05:38:07 -0400,59
2020-10-15 05:41:37 -0400,59
2020-10-15 05:45:03 -0400,59
2020-10-15 05:54:21 -0400,58
2020-10-15 05:56:59 -0400,58
2020-10-15 06:01:28 -0400,57
2020-10-15 06:04:38 -0400,57
2020-10-15 06:11:44 -0400,57
2020-10-15 06:17:58 -0400,59
2020-10-15 06:19:38 -0400,58
2020-10-15 06:27:02 -0400,57
2020-10-15 06:30:23 -0400,57
2020-10-15 06:39:18 -0400,56
2020-10-15 06:42:19 -0400,54
2020-10-15 06:46:33 -0400,56
2020-10-15 06:52:23 -0400,60
2020-10-15 06:56:23 -0400,58
2020-10-15 07:04:23 -0400,57.9623
2020-10-15 07:04:18 -0400,57
2020-10-15 07:07:45 -0400,58
2020-10-15 07:10:20 -0400,57
2020-10-15 07:18:20 -0400,62
2020-10-15 07:24:10 -0400,61
2020-10-15 07:25:15 -0400,60
2020-10-15 07:32:10 -0400,60
2020-10-15 07:37:17 -0400,58
2020-10-15 07:42:29 -0400,60
2020-10-15 07:47:10 -0400,60
2020-10-15 07:50:20 -0400,60
2020-10-15 07:56:55 -0400,57
2020-10-15 08:00:00 -0400,55
2020-10-15 08:04:55 -0400,55
2020-10-15 08:09:40 -0400,55
2020-10-15 08:14:49 -0400,56
2020-10-15 08:19:41 -0400,56
2020-10-15 08:25:14 -0400,56
2020-10-15 08:29:46 -0400,57
2020-10-15 08:35:02 -0400,56
2020-10-15 08:41:55 -0400,59
2020-10-15 08:47:56 -0400,63
2020-10-15 08:51:21 -0400,59
2020-10-15 08:57:59 -0400,60
2020-10-15 09:04:25 -0400,61.1952
2020-10-15 09:02:42 -0400,58
2020-10-15 09:08:09 -0400,60
2020-10-15 09:09:39 -0400,56
2020-10-15 09:14:39 -0400,56
2020-10-15 09:20:34 -0400,60
2020-10-15 09:24:44 -0400,57
2020-10-15 09:30:44 -0400,59
2020-10-15 09:35:39 -0400,62
2020-10-15 09:41:10 -0400,68
2020-10-15 09:50:19 -0400,74
2020-10-15 09:46:52 -0400,62
2020-10-15 09:52:04 -0400,61
2020-10-15 09:57:55 -0400,68
2020-10-15 10:00:58 -0400,65
2020-10-15 10:06:42 -0400,65
2020-10-15 10:12:45 -0400,61
2020-10-15 10:19:29 -0400,67
2020-10-15 10:27:11 -0400,90
2020-10-15 10:23:54 -0400,69
2020-10-15 10:39:25 -0400,198
2020-10-15 10:51:44 -0400,139
2020-10-15 10:51:49 -0400,137
2020-10-15 10:51:54 -0400,136
2020-10-15 10:51:55 -0400,136
2020-10-15 10:52:11 -0400,138
2020-10-15 10:52:20 -0400,140
2020-10-15 10:52:25 -0400,140
2020-10-15 10:52:26 -0400,140
2020-10-15 10:52:32 -0400,140
2020-10-15 10:52:40 -0400,142
2020-10-15 10:52:41 -0400,142
2020-10-15 10:52:46 -0400,142
2020-10-15 10:52:54 -0400,142
2020-10-15 10:52:56 -0400,142
2020-10-15 10:53:11 -0400,143
2020-10-15 10:53:20 -0400,143
2020-10-15 10:53:22 -0400,142
2020-10-15 10:53:26 -0400,142
2020-10-15 10:53:31 -0400,144
2020-10-15 10:53:37 -0400,145
2020-10-15 10:53:45 -0400,145
2020-10-15 10:53:50 -0400,146
2020-10-15 10:53:52 -0400,142
2020-10-15 10:53:57 -0400,139
2020-10-15 10:54:05 -0400,129
2020-10-15 10:54:10 -0400,128
2020-10-15 10:54:15 -0400,127
2020-10-15 10:54:20 -0400,128
2020-10-15 10:54:22 -0400,129
2020-10-15 10:54:26 -0400,128
2020-10-15 10:54:35 -0400,129
2020-10-15 10:54:40 -0400,130
2020-10-15 10:54:42 -0400,130
2020-10-15 10:54:46 -0400,130
2020-10-15 10:54:55 -0400,132
2020-10-15 10:54:59 -0400,131
2020-10-15 10:55:02 -0400,130
2020-10-15 10:55:06 -0400,130
2020-10-15 10:55:11 -0400,127
2020-10-15 10:55:16 -0400,128
2020-10-15 10:55:25 -0400,130
2020-10-15 10:55:30 -0400,130
2020-10-15 10:55:32 -0400,130
2020-10-15 10:55:39 -0400,135
2020-10-15 10:55:45 -0400,135
2020-10-15 10:55:50 -0400,136
2020-10-15 10:55:55 -0400,139
2020-10-15 10:55:59 -0400,139
2020-10-15 10:56:01 -0400,140
2020-10-15 10:56:10 -0400,141
2020-10-15 10:56:12 -0400,142
2020-10-15 10:56:16 -0400,142
2020-10-15 10:56:21 -0400,142
2020-10-15 10:56:27 -0400,140
2020-10-15 10:56:32 -0400,140
2020-10-15 10:56:37 -0400,142
2020-10-15 10:56:41 -0400,139
2020-10-15 10:56:50 -0400,139
2020-10-15 10:56:54 -0400,135
2020-10-15 10:56:56 -0400,135
2020-10-15 10:57:05 -0400,133
2020-10-15 10:57:09 -0400,133
2020-10-15 10:57:12 -0400,132
2020-10-15 10:57:20 -0400,134
2020-10-15 10:57:23 -0400,134
2020-10-15 10:57:30 -0400,135
2020-10-15 10:57:34 -0400,136
2020-10-15 10:57:36 -0400,136
2020-10-15 10:57:45 -0400,136
2020-10-15 10:57:48 -0400,135
2020-10-15 10:57:51 -0400,137
2020-10-15 10:57:59 -0400,135
2020-10-15 10:58:01 -0400,136
2020-10-15 10:58:10 -0400,136
2020-10-15 10:58:15 -0400,134
2020-10-15 10:58:16 -0400,134
2020-10-15 10:58:25 -0400,135
2020-10-15 10:58:28 -0400,136
2020-10-15 10:58:32 -0400,137
2020-10-15 10:58:39 -0400,139
2020-10-15 10:58:42 -0400,139
2020-10-15 10:58:48 -0400,138
2020-10-15 10:58:51 -0400,139
2020-10-15 10:58:57 -0400,138
2020-10-15 10:59:03 -0400,139
2020-10-15 10:59:09 -0400,137
2020-10-15 10:59:11 -0400,138
2020-10-15 10:59:16 -0400,137
2020-10-15 10:59:25 -0400,138
2020-10-15 11:38:37 -0400,102
2020-10-15 11:38:42 -0400,102
2020-10-15 11:38:43 -0400,102
2020-10-15 11:38:52 -0400,95
2020-10-15 11:38:56 -0400,98
2020-10-15 11:39:00 -0400,99
2020-10-15 11:39:04 -0400,99
2020-10-15 11:39:08 -0400,96
2020-10-15 11:39:16 -0400,98
2020-10-15 11:39:18 -0400,98
2020-10-15 11:39:27 -0400,99
2020-10-15 11:39:29 -0400,99
2020-10-15 11:39:33 -0400,94
2020-10-15 11:39:42 -0400,95
2020-10-15 11:39:47 -0400,95
2020-10-15 11:39:50 -0400,97
2020-10-15 11:39:53 -0400,97
2020-10-15 11:40:02 -0400,96
2020-10-15 11:40:04 -0400,95
2020-10-15 11:40:09 -0400,94
2020-10-15 11:40:13 -0400,92
2020-10-15 11:40:22 -0400,98
2020-10-15 11:40:23 -0400,98
2020-10-15 11:40:32 -0400,99
2020-10-15 11:40:35 -0400,99
2020-10-15 11:40:39 -0400,100
2020-10-15 11:40:44 -0400,101
2020-10-15 11:40:48 -0400,99
2020-10-15 11:40:57 -0400,103
2020-10-15 11:40:59 -0400,102
2020-10-15 11:41:05 -0400,98
2020-10-15 11:41:12 -0400,101
2020-10-15 11:41:14 -0400,101
2020-10-15 11:41:18 -0400,100
2020-10-15 11:41:26 -0400,104
2020-10-15 11:41:31 -0400,98
2020-10-15 11:41:37 -0400,97
2020-10-15 11:41:41 -0400,98
2020-10-15 11:41:44 -0400,97
2020-10-15 11:41:48 -0400,96
2020-10-15 11:41:53 -0400,98
2020-10-15 11:42:01 -0400,100
2020-10-15 11:42:07 -0400,95
2020-10-15 11:42:11 -0400,97
2020-10-15 11:42:14 -0400,98
2020-10-15 11:42:18 -0400,100
2020-10-15 11:42:23 -0400,103
2020-10-15 11:42:29 -0400,98
2020-10-15 11:42:36 -0400,99
2020-10-15 11:42:38 -0400,97
2020-10-15 11:42:47 -0400,97
2020-10-15 11:42:50 -0400,96
2020-10-15 11:42:54 -0400,98
2020-10-15 11:42:58 -0400,98
2020-10-15 11:43:05 -0400,100
2020-10-15 11:43:12 -0400,101
2020-10-15 11:43:17 -0400,98
2020-10-15 11:43:31 -0400,98
2020-10-15 11:43:44 -0400,103
2020-10-15 11:43:50 -0400,103
2020-10-15 11:43:55 -0400,106
